SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
11,11:18:32,2024-06-09,untrlues_fasy,rebecca,,003,066,025,0.011315,2.913931,0.011272,0.213452,1.033325,1.029314,2.872241,1.838917,10.390892,10.431379,28.995188,0.298530,1.800000,PSF-01225_20240609111832_593,139.804245,630.009766,0.778092,0.000000,0.000000,0.000000,0.5,0.80,1.224663,1.000000,34.99,34.85,23.77,23.31,23.31,99.06,155.7,150.2,3.5,4,3.910,11:16:28,2024-06-09,-0.12,1,0.003,-0.001,-9999.000,-0.212,-0.546,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.420362,2.406409,1.658252,0.929790,0.286502,-0.004206,0.392276,0.110032,139.804245,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609111832_593,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
12,11:19:31,2024-06-09,untrlues_fasy,rebecca,,003,094,025,0.034220,2.916038,0.033823,0.611465,1.034126,1.022656,2.790399,1.756273,10.323598,10.439387,28.168779,0.298530,1.800000,PSF-01225_20240609111931_6c4,135.406845,607.613342,0.777150,0.000000,0.000000,0.000000,0.5,0.80,1.076531,1.000000,34.91,34.52,23.82,22.83,22.83,99.06,156.0,150.2,3.7,3,3.909,11:16:28,2024-06-09,-0.12,1,-0.002,-0.003,-0.015,-0.209,-0.452,-0.930,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.419918,2.406296,1.660448,0.929631,0.285923,-0.010307,0.396700,0.109699,135.406845,0.000214,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609111931_6c4,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
13,11:20:08,2024-06-09,untrlues_fasy,rebecca,,003,143,025,0.047068,2.916335,0.046320,0.827529,1.066158,1.050642,2.801556,1.735398,10.604939,10.761556,28.278261,0.298530,1.800000,PSF-01225_20240609112008_b54,158.769257,613.995544,0.741416,0.000000,0.000000,0.000000,0.5,0.80,1.037540,1.000000,35.93,35.40,23.85,22.89,22.89,99.07,156.0,151.9,2.6,3,3.886,11:16:28,2024-06-09,-0.12,1,-0.003,-0.002,-0.010,-1.077,-1.436,-3.272,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.421077,2.407636,1.660757,0.934167,0.285579,-0.009900,0.399503,0.109724,158.769257,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609112008_b54,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
14,11:37:54,2024-06-09,untrlues_fasy,rebecca,,002,035,030,0.024905,2.914007,0.024694,0.471750,0.994140,0.985275,2.849259,1.855120,9.949236,10.038748,28.771605,0.298530,1.800000,PSF-01225_20240609113754_312,149.465912,692.301025,0.784103,0.000000,0.000000,0.000000,0.5,0.80,1.191895,1.000000,33.14,32.84,24.03,23.17,23.17,99.03,155.8,150.4,3.4,4,3.885,11:37:42,2024-06-09,-0.12,1,0.001,0.000,-9999.000,-1.114,-3.051,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.417652,2.403892,1.658331,0.930226,0.283510,-0.008807,0.475078,0.109937,149.465912,0.000208,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609113754_312,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
15,11:38:53,2024-06-09,untrlues_fasy,rebecca,,002,054,030,-0.004682,2.913473,-0.004690,-0.088065,1.013180,1.014835,2.836674,1.823494,10.248062,10.231349,28.645460,0.298530,1.800000,PSF-01225_20240609113853_34f,135.986206,583.684082,0.767021,0.000000,0.000000,0.000000,0.5,0.80,1.191709,1.000000,33.76,33.82,24.03,23.10,23.10,99.03,155.7,148.5,4.6,4,3.884,11:37:42,2024-06-09,-0.12,1,-0.001,-0.003,-9999.000,-0.107,1.089,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.418953,2.404728,1.657776,0.925408,0.283462,-0.009701,0.478953,0.109996,135.986206,0.000210,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609113853_34f,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
16,11:39:28,2024-06-09,untrlues_fasy,rebecca,,002,056,030,0.076738,2.914785,0.074770,1.089466,1.031728,1.011276,2.449373,1.417645,10.211482,10.417995,24.732838,0.298530,1.800000,PSF-01225_20240609113928_ef6,147.755020,623.106812,0.762874,0.000000,0.000000,0.000000,0.5,0.80,1.211214,1.000000,34.39,33.71,24.03,20.69,20.69,99.03,155.8,143.6,7.9,4,3.883,11:37:42,2024-06-09,-0.12,1,-0.003,-0.003,-9999.000,-0.921,-2.824,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.418815,2.405571,1.659140,0.912858,0.283538,-0.036980,0.481149,0.110056,147.755020,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609113928_ef6,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
17,11:40:13,2024-06-09,untrlues_fasy,rebecca,,002,129,030,0.002282,2.915743,0.002280,0.041863,1.020720,1.019934,2.803954,1.783234,10.298386,10.306315,28.311827,0.298530,1.800000,PSF-01225_20240609114013_e98,167.109131,656.967407,0.745636,0.000000,0.000000,0.000000,0.5,0.80,1.347646,1.000000,34.04,34.01,24.02,22.91,22.91,99.04,156.0,133.3,14.5,5,3.881,11:37:42,2024-06-09,-0.12,1,-0.001,-0.001,-9999.000,-1.955,-2.927,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.419216,2.405100,1.660139,0.887272,0.283610,-0.011756,0.484086,0.110444,167.109131,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609114013_e98,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
18,11:41:40,2024-06-09,untrlues_fasy,rebecca,,003,002,030,0.043632,2.915722,0.042988,0.803331,1.016200,1.001127,2.831090,1.814891,10.108000,10.260187,28.584455,0.298530,1.800000,PSF-01225_20240609114140_7fd,137.547256,642.258545,0.785838,0.000000,0.000000,0.000000,0.5,0.80,1.191828,1.000000,33.90,33.39,24.02,23.07,23.07,99.04,156.0,131.0,16.0,4,3.880,11:37:42,2024-06-09,-0.12,1,-0.002,-0.004,-0.012,-0.106,0.021,-0.104,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.418390,2.404908,1.660117,0.881715,0.283643,-0.009890,0.489629,0.109931,137.547256,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609114140_7fd,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
19,11:42:27,2024-06-09,untrlues_fasy,rebecca,,003,058,030,0.019750,2.914744,0.019617,0.368281,1.041827,1.034913,2.864472,1.822645,10.449606,10.519410,28.922810,0.298530,1.800000,PSF-01225_20240609114227_68b,177.722458,541.190369,0.671608,0.000000,0.000000,0.000000,0.5,0.80,1.161226,1.000000,34.74,34.51,24.02,23.26,23.26,99.04,155.8,125.9,19.2,4,3.879,11:37:42,2024-06-09,-0.12,1,0.002,0.000,-9999.000,0.391,2.712,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.419873,2.406031,1.659098,0.869255,0.283587,-0.007710,0.492575,0.110306,177.722458,0.000215,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609114227_68b,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
20,11:43:08,2024-06-09,untrlues_fasy,rebecca,,003,066,030,0.020808,2.915476,0.020661,0.391202,1.020925,1.013584,2.859422,1.838497,10.234218,10.308340,28.871754,0.298530,1.800000,PSF-01225_20240609114308_096,127.636314,522.459656,0.755701,0.000000,0.000000,0.000000,0.5,0.80,1.348549,1.000000,34.02,33.78,24.03,23.23,23.23,99.04,155.9,141.4,9.3,4,3.877,11:37:42,2024-06-09,-0.12,1,-0.002,-0.003,-9999.000,0.382,1.714,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.418901,2.405075,1.659861,0.907437,0.283474,-0.008164,0.495158,0.110404,127.636314,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609114308_096,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
21,11:44:08,2024-06-09,untrlues_fasy,rebecca,,003,094,030,0.031520,2.915221,0.031183,0.517767,1.018243,1.008524,2.632389,1.614146,10.183027,10.281152,26.579111,0.298530,1.800000,PSF-01225_20240609114408_2b9,132.521515,592.595825,0.776371,0.000000,0.000000,0.000000,0.5,0.80,1.279802,1.000000,33.90,33.58,24.05,21.87,21.87,99.04,155.9,153.2,1.7,4,3.877,11:37:42,2024-06-09,-0.12,1,-0.001,-0.003,-0.012,-0.713,-0.659,-1.054,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.418629,2.404908,1.659595,0.937441,0.283282,-0.023969,0.498932,0.110164,132.521515,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609114408_2b9,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
22,11:44:46,2024-06-09,untrlues_fasy,rebecca,,003,143,030,0.029261,2.914286,0.028970,0.521105,1.029443,1.019656,2.776637,1.747194,10.295711,10.394529,28.036356,0.298530,1.800000,PSF-01225_20240609114446_90a,152.404541,565.850586,0.730663,0.000000,0.000000,0.000000,0.5,0.80,1.225905,1.000000,34.25,33.93,24.06,22.75,22.75,99.04,155.8,140.3,10.0,4,3.876,11:37:42,2024-06-09,-0.12,1,0.001,0.000,-9999.000,-0.613,-1.268,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.419094,2.405376,1.658621,0.904539,0.283172,-0.014065,0.501226,0.110216,152.404541,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609114446_90a,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
