SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
1,16:31:07,2024-05-30,darkfl_hainich,rebeccatest,,fasy,001,030,0.213757,2.914820,0.199152,1.519183,1.662494,1.634318,2.398323,0.735829,16.593533,16.879612,24.350618,0.298530,1.800000,PSF-01225_20240530163107_685,125.705124,587.460999,0.786020,0.000000,0.000000,0.000000,0.5,0.80,0.206676,1.000000,67.02,65.88,20.90,20.35,20.35,98.49,155.9,152.9,1.9,1,4.086,16:27:46,2024-05-30,0.63,1,-0.000,-0.001,-0.004,-0.295,-0.022,-0.040,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.459351,2.445981,1.659177,0.936571,0.321365,-0.004890,0.090899,0.107716,125.705124,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240530163107_685,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-05-29T13:27:41.891Z
2,16:33:40,2024-05-30,darkfl_hainich,rebeccatest,,fasy,002,030,0.139272,2.916047,0.132924,1.016595,1.696511,1.677680,2.434028,0.737517,17.032539,17.223724,24.711327,0.298530,1.800000,PSF-01225_20240530163340_dba,130.365723,567.815063,0.770408,0.000000,0.000000,0.000000,0.5,0.80,0.197892,1.000000,67.26,66.51,21.17,20.59,20.59,98.50,156.0,150.9,3.3,1,4.084,16:27:46,2024-05-30,0.63,1,0.000,-0.000,-0.006,0.254,0.102,-0.157,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.460065,2.446232,1.660457,0.931377,0.317880,-0.005284,0.111103,0.107706,130.365723,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240530163340_dba,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-05-29T13:27:41.891Z
3,16:35:19,2024-05-30,darkfl_hainich,rebeccatest,,fasy,003,030,0.085207,2.915554,0.082788,0.665529,1.702418,1.690085,2.477470,0.775052,17.157963,17.283165,25.151596,0.298530,1.800000,PSF-01225_20240530163519_531,153.031830,701.534607,0.781861,0.000000,0.000000,0.000000,0.5,0.80,0.200359,1.000000,66.68,66.20,21.37,20.88,20.88,98.50,155.9,138.5,11.2,1,4.080,16:27:46,2024-05-30,0.63,1,-0.004,0.000,-0.002,0.256,0.301,0.915,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.459668,2.445512,1.659942,0.900148,0.315378,-0.004285,0.123514,0.107705,153.031830,0.000206,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240530163519_531,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-05-29T13:27:41.891Z
4,16:36:30,2024-05-30,darkfl_hainich,rebeccatest,,fasy,004,030,0.021132,2.916215,0.020980,0.172457,1.708237,1.705043,2.500605,0.792368,17.310261,17.342686,25.387112,0.298530,1.800000,PSF-01225_20240530163630_79f,140.792725,671.118408,0.790212,0.000000,0.000000,0.000000,0.5,0.80,0.200099,1.000000,66.34,66.21,21.51,21.03,21.03,98.50,156.0,124.9,19.9,1,4.078,16:27:46,2024-05-30,0.63,1,-0.000,-0.000,-0.002,-0.063,0.071,0.438,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.459667,2.445078,1.660632,0.866835,0.313608,-0.004176,0.132247,0.107699,140.792725,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240530163630_79f,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-05-29T13:27:41.891Z
5,16:37:37,2024-05-30,darkfl_hainich,rebeccatest,,frex,005,030,0.043670,2.917023,0.043026,0.300310,1.718679,1.713121,2.391856,0.673178,17.391609,17.448030,24.282129,0.298530,1.800000,PSF-01225_20240530163737_3c2,109.453079,473.526825,0.768856,0.000000,0.000000,0.000000,0.5,0.80,0.197182,1.000000,66.21,65.99,21.64,20.31,20.31,98.50,156.1,131.2,16.0,1,4.076,16:27:46,2024-05-30,0.63,1,-0.002,0.000,0.009,-0.177,-0.176,0.350,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.459386,2.444901,1.661478,0.881984,0.311952,-0.013834,0.140232,0.107705,109.453079,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240530163737_3c2,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-05-29T13:27:41.891Z
6,16:42:24,2024-05-30,darkfl_hainich,rebeccatest,,frex,006,030,0.027170,2.913439,0.026919,0.241842,1.763516,1.759030,2.628684,0.865168,17.858988,17.904531,26.688366,0.298530,1.800000,PSF-01225_20240530164224_7a7,113.121269,518.496033,0.781828,0.000000,0.000000,0.000000,0.5,0.80,0.198926,1.000000,65.79,65.62,22.17,21.85,21.85,98.50,155.7,147.7,5.1,1,4.069,16:38:55,2024-05-30,0.53,1,0.003,-0.000,-0.000,0.192,0.002,0.140,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.458875,2.444446,1.657741,0.923316,0.305446,-0.002443,0.173712,0.107701,113.121269,0.000209,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240530164224_7a7,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-05-29T13:27:41.891Z
7,16:43:17,2024-05-30,darkfl_hainich,rebeccatest,,frex,007,030,0.107277,2.913609,0.103468,0.863604,1.776134,1.760120,2.580039,0.803905,17.870466,18.033058,26.195086,0.298530,1.800000,PSF-01225_20240530164317_f19,109.529617,447.852386,0.755434,0.000000,0.000000,0.000000,0.5,0.80,0.187928,1.000000,65.87,65.28,22.26,21.54,21.54,98.49,155.7,132.5,14.9,1,4.068,16:38:55,2024-05-30,0.53,1,-0.002,-0.001,-0.003,0.219,0.331,0.129,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.458455,2.444536,1.657917,0.885189,0.304278,-0.007029,0.179598,0.107691,109.529617,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240530164317_f19,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-05-29T13:27:41.891Z
8,16:45:22,2024-05-30,darkfl_hainich,rebeccatest,,frex,008,030,0.155995,2.915478,0.148072,1.261567,1.785940,1.762583,2.606390,0.820451,17.895374,18.132517,26.462496,0.298530,1.800000,PSF-01225_20240530164522_855,153.570419,683.300598,0.775252,0.000000,0.000000,0.000000,0.5,0.80,0.201334,1.000000,65.48,64.62,22.45,21.71,21.71,98.49,155.9,151.2,3.0,1,4.055,16:38:55,2024-05-30,0.53,1,-0.001,0.000,-0.012,0.146,0.050,0.271,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.457640,2.444030,1.659863,0.932357,0.301972,-0.007324,0.193206,0.107711,153.570419,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240530164522_855,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-05-29T13:27:41.891Z
9,16:54:28,2024-05-30,darkfl_hainich,rebeccatest,,fasy,001,035,0.094247,2.917556,0.091298,0.864330,1.810819,1.794844,2.722018,0.911198,18.219034,18.381201,27.630558,0.298530,1.800000,PSF-01225_20240530165428_f57,114.506004,545.671082,0.790156,0.000000,0.000000,0.000000,0.5,0.80,0.199765,1.000000,63.61,63.05,23.16,22.42,22.42,98.51,156.2,148.6,4.9,1,4.050,16:52:32,2024-05-30,0.46,1,-0.001,-0.000,-0.003,-0.144,0.268,0.026,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455657,2.441759,1.662037,0.925631,0.293560,-0.007340,0.249769,0.107699,114.506004,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240530165428_f57,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-05-29T13:27:41.891Z
10,16:56:29,2024-05-30,darkfl_hainich,rebeccatest,,fasy,002,035,0.113952,2.917735,0.109669,1.029067,1.827521,1.808508,2.730454,0.902934,18.359369,18.552382,27.718662,0.298530,1.800000,PSF-01225_20240530165629_e16,136.508347,579.798828,0.764559,0.000000,0.000000,0.000000,0.5,0.80,0.197783,1.000000,63.93,63.27,23.23,22.47,22.47,98.51,156.2,137.2,12.2,1,4.048,16:52:32,2024-05-30,0.46,1,-0.002,0.000,-0.003,0.263,0.148,-0.005,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455911,2.442141,1.662224,0.896873,0.292762,-0.007546,0.261540,0.107709,136.508347,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240530165629_e16,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-05-29T13:27:41.891Z
11,16:57:56,2024-05-30,darkfl_hainich,rebeccatest,,fasy,003,035,0.065140,2.916856,0.063717,0.594055,1.832960,1.821978,2.730059,0.897099,18.496906,18.608398,27.715839,0.298530,1.800000,PSF-01225_20240530165756_b60,120.947243,564.646118,0.785800,0.000000,0.000000,0.000000,0.5,0.80,0.206778,1.000000,63.93,63.54,23.28,22.47,22.47,98.50,156.1,128.3,17.8,1,4.045,16:52:32,2024-05-30,0.46,1,-0.001,-0.001,-0.005,0.253,0.040,0.262,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.456234,2.442124,1.661303,0.875082,0.292163,-0.008167,0.269791,0.107717,120.947243,0.000210,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240530165756_b60,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-05-29T13:27:41.891Z
12,16:59:06,2024-05-30,darkfl_hainich,rebeccatest,,fasy,004,035,0.010615,2.913752,0.010577,0.100695,1.821171,1.819305,2.737316,0.916145,18.468649,18.487595,27.787825,0.298530,1.800000,PSF-01225_20240530165906_a83,131.020187,633.704773,0.793247,0.000000,0.000000,0.000000,0.5,0.80,0.202795,1.000000,63.34,63.27,23.32,22.51,22.51,98.51,155.7,147.6,5.2,1,4.043,16:52:32,2024-05-30,0.46,1,-0.001,-0.001,-0.005,0.203,0.067,0.194,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455905,2.441406,1.658065,0.923057,0.291629,-0.008196,0.276335,0.107704,131.020187,0.000214,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240530165906_a83,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-05-29T13:27:41.891Z
13,17:00:39,2024-05-30,darkfl_hainich,rebeccatest,,frex,005,035,-0.000743,2.917432,-0.000743,-0.007168,1.824916,1.825048,2.753256,0.928340,18.527327,18.525982,27.950201,0.298530,1.800000,PSF-01225_20240530170039_91f,117.018341,535.196167,0.781354,0.000000,0.000000,0.000000,0.5,0.80,0.205133,1.000000,63.20,63.20,23.39,22.61,22.61,98.51,156.2,131.6,15.7,1,4.041,16:52:32,2024-05-30,0.46,1,-0.001,-0.001,-9999.000,0.326,0.193,-9999.000,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455811,2.441226,1.661907,0.883171,0.290806,-0.007919,0.284934,0.107716,117.018341,0.000208,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240530170039_91f,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-05-29T13:27:41.891Z
14,17:02:13,2024-05-30,darkfl_hainich,rebeccatest,,frex,006,035,0.053363,2.914861,0.052404,0.487476,1.821554,1.812526,2.716791,0.895237,18.399929,18.491573,27.579607,0.298530,1.800000,PSF-01225_20240530170213_755,114.573601,535.012390,0.785849,0.000000,0.000000,0.000000,0.5,0.80,0.189766,1.000000,62.84,62.53,23.46,22.39,22.39,98.51,155.9,138.8,11.0,1,4.038,16:52:32,2024-05-30,0.46,1,0.001,-0.001,-0.004,-0.284,0.060,-0.002,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.454985,2.440775,1.659220,0.900827,0.290053,-0.011189,0.293532,0.107679,114.573601,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240530170213_755,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-05-29T13:27:41.891Z
